,Protein Name,Protein Id,Antibody Id,Reliability Verification,Tissue,Organ,Staining Level,Intensity Level,Quantity,SnomedParameters,URL,IF Verification,locations,IF Organ,cytoplasm,cytoskeleton,endoplasmic reticulum,golgi apparatus,lysosomes,mitochondria,nucleoli,nucleus,plasma membrane,vesicles,Pair Idx
111117,TPR,ENSG00000047410,HPA024336,supported,Soft tissue 2,Connective & soft tissue,medium;medium,moderate;strong,>75%;<25%,"Normal tissue, NOS;Fibrosis, NOS;Breast;Adipose tissue",ENSG00000047410/Connective & soft tissue/Soft tissue 2/HPA024336/53506_B_1_7.jpg,enhanced,nuclear membrane,Mesenchymal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-42453
111118,TPR,ENSG00000047410,HPA024336,supported,Soft tissue 2,Connective & soft tissue,medium;medium,moderate;strong,>75%;<25%,"Normal tissue, NOS;Vascular tissue;Fallopian tube;Ovary",ENSG00000047410/Connective & soft tissue/Soft tissue 2/HPA024336/53506_B_3_7.jpg,enhanced,nuclear membrane,Mesenchymal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-42453
111119,TPR,ENSG00000047410,HPA024336,supported,Soft tissue 2,Connective & soft tissue,medium;medium,moderate;strong,>75%;<25%,"Normal tissue, NOS;Kidney;Peripheral nerve tissue",ENSG00000047410/Connective & soft tissue/Soft tissue 2/HPA024336/53506_B_2_7.jpg,enhanced,nuclear membrane,Mesenchymal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-42453
111703,DTNBP1,ENSG00000047579,HPA028053,approved,Placenta,Female tissues,high;medium,strong;moderate,75%-25%;>75%,"Normal tissue, NOS;Placenta",ENSG00000047579/Female tissues/Placenta/HPA028053/63403_A_2_7.jpg,enhanced,midbody,Female reproductive system,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-42683
111704,DTNBP1,ENSG00000047579,HPA028053,approved,Placenta,Female tissues,high;medium,strong;moderate,75%-25%;>75%,"Normal tissue, NOS;Placenta",ENSG00000047579/Female tissues/Placenta/HPA028053/63403_A_1_7.jpg,enhanced,midbody,Female reproductive system,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-42683
111705,DTNBP1,ENSG00000047579,HPA028053,approved,Placenta,Female tissues,high;medium,strong;moderate,75%-25%;>75%,"Normal tissue, NOS;Placenta",ENSG00000047579/Female tissues/Placenta/HPA028053/63403_A_3_7.jpg,enhanced,midbody,Female reproductive system,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-42683
116154,FAM120A,ENSG00000048828,HPA019734,approved,Caudate,Brain,high;high,strong;strong,75%-25%;>75%,"Normal tissue, NOS;Lateral ventricle wall",ENSG00000048828/Brain/Caudate/HPA019734/44652_B_9_7.jpg,enhanced,cytosol,Brain,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-44359
116155,FAM120A,ENSG00000048828,HPA019734,approved,Caudate,Brain,high;high,strong;strong,75%-25%;>75%,"Normal tissue, NOS;Lateral ventricle wall",ENSG00000048828/Brain/Caudate/HPA019734/44652_B_7_7.jpg,enhanced,cytosol,Brain,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-44359
116156,FAM120A,ENSG00000048828,HPA019734,approved,Caudate,Brain,high;high,strong;strong,75%-25%;>75%,"Normal tissue, NOS;Lateral ventricle wall",ENSG00000048828/Brain/Caudate/HPA019734/44652_B_8_7.jpg,enhanced,cytosol,Brain,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-44359
116157,FAM120A,ENSG00000048828,HPA019734,approved,Cerebellum,Brain,medium;medium;high,moderate;moderate;strong,75%-25%;>75%;>75%,"Normal tissue, NOS;Cerebellum",ENSG00000048828/Brain/Cerebellum/HPA019734/44652_B_7_8.jpg,enhanced,cytosol,Brain,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-44360
116158,FAM120A,ENSG00000048828,HPA019734,approved,Cerebellum,Brain,medium;medium;high,moderate;moderate;strong,75%-25%;>75%;>75%,"Normal tissue, NOS;Cerebellum",ENSG00000048828/Brain/Cerebellum/HPA019734/44652_B_9_8.jpg,enhanced,cytosol,Brain,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-44360
116159,FAM120A,ENSG00000048828,HPA019734,approved,Cerebellum,Brain,medium;medium;high,moderate;moderate;strong,75%-25%;>75%;>75%,"Normal tissue, NOS;Cerebellum",ENSG00000048828/Brain/Cerebellum/HPA019734/44652_B_8_8.jpg,enhanced,cytosol,Brain,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-44360
116160,FAM120A,ENSG00000048828,HPA019734,approved,Cerebral cortex,Brain,medium;medium;high;not detected,moderate;strong;strong;negative,>75%;<25%;>75%;none,"Normal tissue, NOS;Developmental malformation;Cerebral cortex",ENSG00000048828/Brain/Cerebral cortex/HPA019734/44652_B_8_5.jpg,enhanced,cytosol,Brain,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-44361
116161,FAM120A,ENSG00000048828,HPA019734,approved,Cerebral cortex,Brain,medium;medium;high;not detected,moderate;strong;strong;negative,>75%;<25%;>75%;none,"Normal tissue, NOS;Cerebral cortex",ENSG00000048828/Brain/Cerebral cortex/HPA019734/44652_B_7_5.jpg,enhanced,cytosol,Brain,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-44361
116162,FAM120A,ENSG00000048828,HPA019734,approved,Cerebral cortex,Brain,medium;medium;high;not detected,moderate;strong;strong;negative,>75%;<25%;>75%;none,"Normal tissue, NOS;Cerebral cortex;Hippocampus",ENSG00000048828/Brain/Cerebral cortex/HPA019734/44652_B_9_5.jpg,enhanced,cytosol,Brain,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-44361
116192,FAM120A,ENSG00000048828,HPA019734,approved,Hippocampus,Brain,medium;high,moderate;strong,>75%;>75%,"Normal tissue, NOS;Hippocampus",ENSG00000048828/Brain/Hippocampus/HPA019734/44652_B_9_6.jpg,enhanced,cytosol,Brain,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-44372
116193,FAM120A,ENSG00000048828,HPA019734,approved,Hippocampus,Brain,medium;high,moderate;strong,>75%;>75%,"Normal tissue, NOS;Hippocampus",ENSG00000048828/Brain/Hippocampus/HPA019734/44652_B_8_6.jpg,enhanced,cytosol,Brain,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-44372
116194,FAM120A,ENSG00000048828,HPA019734,approved,Hippocampus,Brain,medium;high,moderate;strong,>75%;>75%,"Normal tissue, NOS;Hippocampus",ENSG00000048828/Brain/Hippocampus/HPA019734/44652_B_7_6.jpg,enhanced,cytosol,Brain,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-44372
116234,FAM120A,ENSG00000048828,HPA019734,approved,Skin 1,Skin,high;medium;medium;medium,strong;moderate;moderate;moderate,>75%;>75%;>75%;>75%,"Normal tissue, NOS;Skin",ENSG00000048828/Skin/Skin 1/HPA019734/44652_B_9_1.jpg,enhanced,cytosol,Skin,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-44388
116235,FAM120A,ENSG00000048828,HPA019734,approved,Skin 1,Skin,high;medium;medium;medium,strong;moderate;moderate;moderate,>75%;>75%;>75%;>75%,"Normal tissue, NOS;Skin",ENSG00000048828/Skin/Skin 1/HPA019734/44652_B_8_1.jpg,enhanced,cytosol,Skin,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-44388
116244,FAM120A,ENSG00000048828,HPA019734,approved,Soft tissue 1,Connective & soft tissue,medium;high;low,moderate;strong;moderate,>75%;>75%;<25%,"Normal tissue, NOS;Adenocarcinoma, NOS;Colon;Peripheral nerve tissue",ENSG00000048828/Connective & soft tissue/Soft tissue 1/HPA019734/44652_B_2_8.jpg,enhanced,cytosol,Mesenchymal,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-44392
116245,FAM120A,ENSG00000048828,HPA019734,approved,Soft tissue 1,Connective & soft tissue,medium;high;low,moderate;strong;moderate,>75%;>75%;<25%,"Normal tissue, NOS;Inflammation, NOS;Salivary gland;Peripheral nerve tissue",ENSG00000048828/Connective & soft tissue/Soft tissue 1/HPA019734/44652_B_3_8.jpg,enhanced,cytosol,Mesenchymal,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-44392
116246,FAM120A,ENSG00000048828,HPA019734,approved,Soft tissue 1,Connective & soft tissue,medium;high;low,moderate;strong;moderate,>75%;>75%;<25%,"Normal tissue, NOS;Cartilage tissue;Bronchus",ENSG00000048828/Connective & soft tissue/Soft tissue 1/HPA019734/44652_B_1_8.jpg,enhanced,cytosol,Mesenchymal,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-44392
116247,FAM120A,ENSG00000048828,HPA019734,approved,Soft tissue 2,Connective & soft tissue,high;low,strong;moderate,>75%;<25%,"Normal tissue, NOS;Breast;Soft tissue",ENSG00000048828/Connective & soft tissue/Soft tissue 2/HPA019734/44652_B_1_7.jpg,enhanced,cytosol,Mesenchymal,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-44393
116248,FAM120A,ENSG00000048828,HPA019734,approved,Soft tissue 2,Connective & soft tissue,high;low,strong;moderate,>75%;<25%,"Normal tissue, NOS;Soft tissue;Vascular tissue",ENSG00000048828/Connective & soft tissue/Soft tissue 2/HPA019734/44652_B_2_7.jpg,enhanced,cytosol,Mesenchymal,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-44393
116249,FAM120A,ENSG00000048828,HPA019734,approved,Soft tissue 2,Connective & soft tissue,high;low,strong;moderate,>75%;<25%,"Normal tissue, NOS;Adenocarcinoma, NOS;Duodenum;Peripheral nerve tissue",ENSG00000048828/Connective & soft tissue/Soft tissue 2/HPA019734/44652_B_3_7.jpg,enhanced,cytosol,Mesenchymal,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N-44393
127653,THRAP3,ENSG00000054118,HPA012041,supported,Caudate,Brain,high;high,strong;strong,>75%;>75%,"Normal tissue, NOS;Lateral ventricle wall",ENSG00000054118/Brain/Caudate/HPA012041/28801_B_9_7.jpg,enhanced,nuclear speckles,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-48734
127654,THRAP3,ENSG00000054118,HPA012041,supported,Caudate,Brain,high;high,strong;strong,>75%;>75%,"Normal tissue, NOS;Lateral ventricle wall",ENSG00000054118/Brain/Caudate/HPA012041/28801_B_8_7.jpg,enhanced,nuclear speckles,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-48734
127655,THRAP3,ENSG00000054118,HPA012041,supported,Caudate,Brain,high;high,strong;strong,>75%;>75%,"Normal tissue, NOS;Lateral ventricle wall",ENSG00000054118/Brain/Caudate/HPA012041/28801_B_7_7.jpg,enhanced,nuclear speckles,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-48734
127656,THRAP3,ENSG00000054118,HPA012041,supported,Cerebellum,Brain,high;high;high,strong;strong;strong,>75%;>75%;>75%,"Normal tissue, NOS;Cerebellum",ENSG00000054118/Brain/Cerebellum/HPA012041/28801_B_7_8.jpg,enhanced,nuclear speckles,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-48735
127657,THRAP3,ENSG00000054118,HPA012041,supported,Cerebellum,Brain,high;high;high,strong;strong;strong,>75%;>75%;>75%,"Normal tissue, NOS;Cerebellum",ENSG00000054118/Brain/Cerebellum/HPA012041/28801_B_9_8.jpg,enhanced,nuclear speckles,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-48735
127658,THRAP3,ENSG00000054118,HPA012041,supported,Cerebellum,Brain,high;high;high,strong;strong;strong,>75%;>75%;>75%,"Normal tissue, NOS;Cerebellum",ENSG00000054118/Brain/Cerebellum/HPA012041/28801_B_8_8.jpg,enhanced,nuclear speckles,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-48735
127659,THRAP3,ENSG00000054118,HPA012041,supported,Cerebral cortex,Brain,medium;high;high;not detected,moderate;strong;strong;negative,>75%;>75%;>75%;none,"Normal tissue, NOS;Developmental malformation;Cerebral cortex",ENSG00000054118/Brain/Cerebral cortex/HPA012041/28801_B_8_5.jpg,enhanced,nuclear speckles,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-48736
127660,THRAP3,ENSG00000054118,HPA012041,supported,Cerebral cortex,Brain,medium;high;high;not detected,moderate;strong;strong;negative,>75%;>75%;>75%;none,"Normal tissue, NOS;Cerebral cortex",ENSG00000054118/Brain/Cerebral cortex/HPA012041/28801_B_7_5.jpg,enhanced,nuclear speckles,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-48736
127661,THRAP3,ENSG00000054118,HPA012041,supported,Cerebral cortex,Brain,medium;high;high;not detected,moderate;strong;strong;negative,>75%;>75%;>75%;none,"Normal tissue, NOS;Cerebral cortex",ENSG00000054118/Brain/Cerebral cortex/HPA012041/28801_B_9_5.jpg,enhanced,nuclear speckles,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-48736
127691,THRAP3,ENSG00000054118,HPA012041,supported,Hippocampus,Brain,high;high,strong;strong,>75%;>75%,"Normal tissue, NOS;Hippocampus",ENSG00000054118/Brain/Hippocampus/HPA012041/28801_B_9_6.jpg,enhanced,nuclear speckles,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-48747
127692,THRAP3,ENSG00000054118,HPA012041,supported,Hippocampus,Brain,high;high,strong;strong,>75%;>75%,"Normal tissue, NOS;Hippocampus",ENSG00000054118/Brain/Hippocampus/HPA012041/28801_B_8_6.jpg,enhanced,nuclear speckles,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-48747
127693,THRAP3,ENSG00000054118,HPA012041,supported,Hippocampus,Brain,high;high,strong;strong,>75%;>75%,"Normal tissue, NOS;Hippocampus",ENSG00000054118/Brain/Hippocampus/HPA012041/28801_B_7_6.jpg,enhanced,nuclear speckles,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-48747
130469,NOP58,ENSG00000055044,HPA018472,supported,Caudate,Brain,medium;high,moderate;strong,75%-25%;>75%,"Normal tissue, NOS;Lateral ventricle wall",ENSG00000055044/Brain/Caudate/HPA018472/43594_B_7_7.jpg,enhanced,nucleus,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-49808
130470,NOP58,ENSG00000055044,HPA018472,supported,Caudate,Brain,medium;high,moderate;strong,75%-25%;>75%,"Normal tissue, NOS;Lateral ventricle wall",ENSG00000055044/Brain/Caudate/HPA018472/43594_B_8_7.jpg,enhanced,nucleus,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-49808
130474,NOP58,ENSG00000055044,HPA018472,supported,Cerebral cortex,Brain,low;medium;high;medium,moderate;strong;strong;moderate,<25%;<25%;75%-25%;>75%,"Normal tissue, NOS;Developmental malformation;Cerebral cortex",ENSG00000055044/Brain/Cerebral cortex/HPA018472/43594_B_8_5.jpg,enhanced,nucleus,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-49810
130475,NOP58,ENSG00000055044,HPA018472,supported,Cerebral cortex,Brain,low;medium;high;medium,moderate;strong;strong;moderate,<25%;<25%;75%-25%;>75%,"Normal tissue, NOS;Cerebral cortex",ENSG00000055044/Brain/Cerebral cortex/HPA018472/43594_B_9_5.jpg,enhanced,nucleus,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-49810
130476,NOP58,ENSG00000055044,HPA018472,supported,Cerebral cortex,Brain,low;medium;high;medium,moderate;strong;strong;moderate,<25%;<25%;75%-25%;>75%,"Normal tissue, NOS;Cerebral cortex",ENSG00000055044/Brain/Cerebral cortex/HPA018472/43594_B_7_5.jpg,enhanced,nucleus,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-49810
130501,NOP58,ENSG00000055044,HPA018472,supported,Hippocampus,Brain,low;high,moderate;strong,<25%;>75%,"Normal tissue, NOS;Hippocampus",ENSG00000055044/Brain/Hippocampus/HPA018472/43594_B_8_6.jpg,enhanced,nucleus,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-49820
130502,NOP58,ENSG00000055044,HPA018472,supported,Hippocampus,Brain,low;high,moderate;strong,<25%;>75%,"Normal tissue, NOS;Hippocampus",ENSG00000055044/Brain/Hippocampus/HPA018472/43594_B_9_6.jpg,enhanced,nucleus,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-49820
130503,NOP58,ENSG00000055044,HPA018472,supported,Hippocampus,Brain,low;high,moderate;strong,<25%;>75%,"Normal tissue, NOS;Hippocampus",ENSG00000055044/Brain/Hippocampus/HPA018472/43594_B_7_6.jpg,enhanced,nucleus,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-49820
130587,NOP58,ENSG00000055044,HPA021062,supported,Caudate,Brain,low;high,moderate;strong,<25%;>75%,"Normal tissue, NOS;Lateral ventricle wall",ENSG00000055044/Brain/Caudate/HPA021062/47574_B_7_7.jpg,enhanced,nucleoli fibrillar center,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-49850
130588,NOP58,ENSG00000055044,HPA021062,supported,Cerebellum,Brain,medium;high;high,moderate;strong;strong,75%-25%;75%-25%;>75%,"Normal tissue, NOS;Cerebellum",ENSG00000055044/Brain/Cerebellum/HPA021062/47574_B_7_8.jpg,enhanced,nucleoli fibrillar center,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-49851
130589,NOP58,ENSG00000055044,HPA021062,supported,Cerebellum,Brain,medium;high;high,moderate;strong;strong,75%-25%;75%-25%;>75%,"Normal tissue, NOS;Cerebellum",ENSG00000055044/Brain/Cerebellum/HPA021062/47574_B_9_8.jpg,enhanced,nucleoli fibrillar center,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-49851
130590,NOP58,ENSG00000055044,HPA021062,supported,Cerebellum,Brain,medium;high;high,moderate;strong;strong,75%-25%;75%-25%;>75%,"Normal tissue, NOS;Cerebellum",ENSG00000055044/Brain/Cerebellum/HPA021062/47574_B_8_8.jpg,enhanced,nucleoli fibrillar center,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-49851
130591,NOP58,ENSG00000055044,HPA021062,supported,Cerebral cortex,Brain,low;high;high;low,moderate;strong;strong;weak,<25%;>75%;>75%;>75%,"Normal tissue, NOS;Developmental malformation;Cerebral cortex",ENSG00000055044/Brain/Cerebral cortex/HPA021062/47574_B_8_5.jpg,enhanced,nucleoli fibrillar center,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-49852
130592,NOP58,ENSG00000055044,HPA021062,supported,Cerebral cortex,Brain,low;high;high;low,moderate;strong;strong;weak,<25%;>75%;>75%;>75%,"Normal tissue, NOS;Cerebral cortex",ENSG00000055044/Brain/Cerebral cortex/HPA021062/47574_B_7_5.jpg,enhanced,nucleoli fibrillar center,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-49852
130619,NOP58,ENSG00000055044,HPA021062,supported,Hippocampus,Brain,low;high,moderate;strong,<25%;>75%,"Normal tissue, NOS;Hippocampus",ENSG00000055044/Brain/Hippocampus/HPA021062/47574_B_9_6.jpg,enhanced,nucleoli fibrillar center,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-49863
130620,NOP58,ENSG00000055044,HPA021062,supported,Hippocampus,Brain,low;high,moderate;strong,<25%;>75%,"Normal tissue, NOS;Hippocampus",ENSG00000055044/Brain/Hippocampus/HPA021062/47574_B_8_6.jpg,enhanced,nucleoli fibrillar center,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-49863
130621,NOP58,ENSG00000055044,HPA021062,supported,Hippocampus,Brain,low;high,moderate;strong,<25%;>75%,"Normal tissue, NOS;Hippocampus",ENSG00000055044/Brain/Hippocampus/HPA021062/47574_B_7_6.jpg,enhanced,nucleoli fibrillar center,Brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-49863
130656,NOP58,ENSG00000055044,HPA021062,supported,Skin 2,Skin,high,strong,>75%,"Normal tissue, NOS;Anal",ENSG00000055044/Skin/Skin 2/HPA021062/47574_B_6_8.jpg,enhanced,nucleus;cytoplasm,Skin,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-49879
130657,NOP58,ENSG00000055044,HPA021062,supported,Skin 2,Skin,high,strong,>75%,"Normal tissue, NOS;Vulva",ENSG00000055044/Skin/Skin 2/HPA021062/47574_B_4_8.jpg,enhanced,nucleus;cytoplasm,Skin,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-49879
139609,POLR3E,ENSG00000058600,HPA041477,approved,Skin 1,Skin,high;high;high;high,strong;strong;strong;strong,>75%;>75%;>75%;>75%,"Normal tissue, NOS;Skin",ENSG00000058600/Skin/Skin 1/HPA041477/92534_B_7_1.jpg,enhanced,nucleoplasm,Skin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-53329
139610,POLR3E,ENSG00000058600,HPA041477,approved,Skin 1,Skin,high;high;high;high,strong;strong;strong;strong,>75%;>75%;>75%;>75%,"Normal tissue, NOS;Skin",ENSG00000058600/Skin/Skin 1/HPA041477/92534_B_9_1.jpg,enhanced,nucleoplasm,Skin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-53329
139611,POLR3E,ENSG00000058600,HPA041477,approved,Skin 2,Skin,high,strong,>75%,"Normal tissue, NOS;Adipose tissue;Vascular tissue;Vulva;Peripheral nerve tissue",ENSG00000058600/Skin/Skin 2/HPA041477/92534_B_5_8.jpg,enhanced,nucleoplasm,Skin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-53330
139612,POLR3E,ENSG00000058600,HPA041477,approved,Skin 2,Skin,high,strong,>75%,"Normal tissue, NOS;Anal",ENSG00000058600/Skin/Skin 2/HPA041477/92534_B_4_8.jpg,enhanced,nucleoplasm,Skin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-53330
139613,POLR3E,ENSG00000058600,HPA041477,approved,Skin 2,Skin,high,strong,>75%,"Normal tissue, NOS;Anal",ENSG00000058600/Skin/Skin 2/HPA041477/92534_B_6_8.jpg,enhanced,nucleoplasm,Skin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-53330
139619,POLR3E,ENSG00000058600,HPA041477,approved,Soft tissue 1,Connective & soft tissue,medium;high;medium,moderate;strong;moderate,>75%;>75%;>75%,"Normal tissue, NOS;Adenocarcinoma, NOS;Rectum;Vagina;Peripheral nerve tissue",ENSG00000058600/Connective & soft tissue/Soft tissue 1/HPA041477/92534_B_2_8.jpg,enhanced,nucleoplasm,Mesenchymal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-53333
139620,POLR3E,ENSG00000058600,HPA041477,approved,Soft tissue 1,Connective & soft tissue,medium;high;medium,moderate;strong;moderate,>75%;>75%;>75%,"Normal tissue, NOS;Lymph node;Cartilage tissue;Bronchus",ENSG00000058600/Connective & soft tissue/Soft tissue 1/HPA041477/92534_B_1_8.jpg,enhanced,nucleoplasm,Mesenchymal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-53333
139621,POLR3E,ENSG00000058600,HPA041477,approved,Soft tissue 2,Connective & soft tissue,medium;high;medium,moderate;strong;moderate,>75%;>75%;>75%,"Normal tissue, NOS;Gallbladder;Peripheral nerve tissue",ENSG00000058600/Connective & soft tissue/Soft tissue 2/HPA041477/92534_B_2_7.jpg,enhanced,nucleoplasm,Mesenchymal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-53334
139622,POLR3E,ENSG00000058600,HPA041477,approved,Soft tissue 2,Connective & soft tissue,medium;high;medium,moderate;strong;moderate,>75%;>75%;>75%,"Normal tissue, NOS;Breast",ENSG00000058600/Connective & soft tissue/Soft tissue 2/HPA041477/92534_B_3_7.jpg,enhanced,nucleoplasm,Mesenchymal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-53334
139623,POLR3E,ENSG00000058600,HPA041477,approved,Soft tissue 2,Connective & soft tissue,medium;high;medium,moderate;strong;moderate,>75%;>75%;>75%,"Normal tissue, NOS;Lymph node;Bronchus",ENSG00000058600/Connective & soft tissue/Soft tissue 2/HPA041477/92534_B_1_7.jpg,enhanced,nucleoplasm,Mesenchymal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-53334
140871,FLYWCH1,ENSG00000059122,HPA041001,approved,Caudate,Brain,low;high,moderate;strong,<25%;>75%,"Normal tissue, NOS;Lateral ventricle wall",ENSG00000059122/Brain/Caudate/HPA041001/86356_B_7_7.jpg,enhanced,nucleus;cytoplasm,Brain,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-53828
140872,FLYWCH1,ENSG00000059122,HPA041001,approved,Caudate,Brain,low;high,moderate;strong,<25%;>75%,"Normal tissue, NOS;Lateral ventricle wall",ENSG00000059122/Brain/Caudate/HPA041001/86356_B_9_7.jpg,enhanced,nucleus;cytoplasm,Brain,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-53828
140873,FLYWCH1,ENSG00000059122,HPA041001,approved,Caudate,Brain,low;high,moderate;strong,<25%;>75%,"Normal tissue, NOS;Lateral ventricle wall",ENSG00000059122/Brain/Caudate/HPA041001/86356_B_8_7.jpg,enhanced,nucleus;cytoplasm,Brain,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-53828
140877,FLYWCH1,ENSG00000059122,HPA041001,approved,Cerebral cortex,Brain,not detected;low;high;low,weak;moderate;strong;weak,<25%;<25%;>75%;>75%,"Normal tissue, NOS;Cerebral cortex",ENSG00000059122/Brain/Cerebral cortex/HPA041001/86356_B_9_5.jpg,enhanced,nucleus;cytoplasm,Brain,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-53830
140878,FLYWCH1,ENSG00000059122,HPA041001,approved,Cerebral cortex,Brain,not detected;low;high;low,weak;moderate;strong;weak,<25%;<25%;>75%;>75%,"Normal tissue, NOS;Cerebral cortex",ENSG00000059122/Brain/Cerebral cortex/HPA041001/86356_B_8_5.jpg,enhanced,nucleus;cytoplasm,Brain,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N-53830
